site,plot,plot_number,species,date,pd_md,year,water_potential_mpa,notes,tree,month
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.31,NA,2009,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.23,NA,2009,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.25,NA,2009,4
Lisque,Ridge,NA,live oak,2024-04-12,pd,2024,0.25,NA,2301,4
Lisque,Ridge,NA,live oak,2024-04-12,pd,2024,0.1,NA,2301,4
Lisque,Ridge,NA,live oak,2024-04-12,pd,2024,0.23,NA,2301,4
Lisque,Ridge,NA,live oak,2024-04-12,pd,2024,0.32,NA,2301,4
Lisque,Ridge,NA,live oak,2024-04-12,pd,2024,0.3,NA,2301,4
Lisque,Ridge,NA,live oak,2024-04-12,pd,2024,0.4,NA,2301,4
Lisque,Hobbiton,NA,live oak,2024-04-12,pd,2024,0.15,NA,2331,4
Lisque,Hobbiton,NA,live oak,2024-04-12,pd,2024,0.21,NA,2331,4
Lisque,Hobbiton,NA,live oak,2024-04-12,pd,2024,0.25,NA,2331,4
Lisque,Hobbiton,NA,live oak,2024-04-12,pd,2024,0.15,NA,2331,4
Lisque,Hobbiton,NA,live oak,2024-04-12,pd,2024,0.25,NA,2331,4
Lisque,Hobbiton,NA,live oak,2024-04-12,pd,2024,0.33,NA,2331,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.3,NA,2343,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.31,NA,2343,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.29,NA,2343,4
Lisque,Hobbiton,NA,live oak,2024-04-12,pd,2024,0.08,NA,2345,4
Lisque,Hobbiton,NA,live oak,2024-04-12,pd,2024,0.19,NA,2345,4
Lisque,Hobbiton,NA,live oak,2024-04-12,pd,2024,0.16,NA,2345,4
Lisque,Hobbiton,NA,live oak,2024-04-12,pd,2024,0.25,NA,2345,4
Lisque,Hobbiton,NA,live oak,2024-04-12,pd,2024,0.25,NA,2345,4
Lisque,Hobbiton,NA,live oak,2024-04-12,pd,2024,0.21,NA,2345,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.3,NA,2346,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.36,NA,2346,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.36,NA,2346,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.32,NA,2347,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.33,NA,2347,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.4,NA,2370,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.3,NA,2370,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.45,NA,2370,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.27,NA,2371,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.45,NA,2371,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.26,NA,2371,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.37,NA,2372,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.35,NA,2372,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.39,NA,2372,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.41,NA,2372,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.18,NA,2375,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.28,NA,2375,4
Lisque,Hobbiton,NA,blue oak,2024-04-12,pd,2024,0.25,NA,2375,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.08,NA,2352,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.07,NA,2352,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.38,NA,2352,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.35,NA,2352,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.16,NA,2354,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.13,NA,2354,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.12,NA,2354,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.36,NA,2354,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.49,NA,2354,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.37,NA,2354,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.49,NA,2354,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.2,NA,2360,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.21,NA,2360,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.23,NA,2360,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.25,NA,2360,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.36,NA,2365,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.37,NA,2365,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.51,NA,2365,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.55,NA,2365,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.4,NA,2365,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.85,NA,2367,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.75,NA,2367,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.55,NA,2367,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.55,NA,2367,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.52,NA,2367,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.79,NA,2367,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.44,NA,2369,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.59,NA,2369,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.49,NA,2369,4
Lisque,Middle Earth,NA,blue oak,2024-04-12,pd,2024,0.73,NA,2369,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.23,NA,2376,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.08,NA,2376,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.09,NA,2376,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.22,NA,2376,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.31,NA,2376,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.45,NA,2376,4
Lisque,Middle Earth,NA,live oak,2024-04-12,pd,2024,0.3,NA,2376,4
Lisque,Rohan,NA,live oak,2024-04-12,pd,2024,0.08,NA,2377,4
Lisque,Rohan,NA,live oak,2024-04-12,pd,2024,0.1,NA,2377,4
Lisque,Rohan,NA,live oak,2024-04-12,pd,2024,0.08,NA,2377,4
Lisque,Rohan,NA,live oak,2024-04-12,pd,2024,0.2,NA,2377,4
Lisque,Rohan,NA,live oak,2024-04-12,pd,2024,0.25,NA,2377,4
Lisque,Rohan,NA,live oak,2024-04-12,pd,2024,0.28,NA,2377,4
Lisque,Rohan,NA,blue oak,2024-04-12,pd,2024,0.14,NA,2378,4
Lisque,Rohan,NA,blue oak,2024-04-12,pd,2024,0.15,NA,2378,4
Lisque,Rohan,NA,blue oak,2024-04-12,pd,2024,0.17,NA,2378,4
Lisque,Rohan,NA,blue oak,2024-04-12,pd,2024,0.15,NA,2378,4
Lisque,Rohan,NA,blue oak,2024-04-12,pd,2024,0.08,NA,2379,4
Lisque,Rohan,NA,blue oak,2024-04-12,pd,2024,0.18,NA,2379,4
Lisque,Rohan,NA,blue oak,2024-04-12,pd,2024,0.08,NA,2379,4
Lisque,Rohan,NA,blue oak,2024-04-12,pd,2024,0.11,NA,2379,4
Lisque,Rohan,NA,blue oak,2024-04-12,pd,2024,0.14,NA,2379,4
Lisque,Rohan,NA,live oak,2024-04-12,pd,2024,0.08,NA,2380,4
Lisque,Rohan,NA,live oak,2024-04-12,pd,2024,0.07,NA,2380,4
Lisque,Rohan,NA,live oak,2024-04-12,pd,2024,0.05,NA,2380,4
Lisque,Rohan,NA,live oak,2024-04-12,pd,2024,0.2,NA,2380,4
Lisque,Rohan,NA,live oak,2024-04-12,pd,2024,0.2,NA,2380,4
Lisque,Rohan,NA,live oak,2024-04-12,pd,2024,0.25,NA,2380,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.27,NA,2010,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.19,NA,2010,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.24,NA,2010,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.23,NA,2010,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.2,NA,2010,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.14,NA,2011,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.11,NA,2011,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.12,NA,2011,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.43,NA,2381,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.35,NA,2381,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.32,NA,2381,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.36,NA,2381,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.1,NA,2382,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.16,NA,2382,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.15,NA,2382,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.27,NA,2383,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.2,NA,2383,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.27,NA,2383,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.1,NA,2384,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.15,NA,2384,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.2,NA,2384,4
Lisque,Weathertop,NA,blue oak,2024-04-12,pd,2024,0.23,NA,2384,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.5,NA,1478,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.6,NA,1478,4
Cucu Mesa,High,NA,blue oak,2024-04-12,pd,2024,0.4,NA,2004,4
Cucu Mesa,High,NA,blue oak,2024-04-12,pd,2024,0.42,NA,2004,4
Cucu Mesa,High,NA,blue oak,2024-04-12,pd,2024,0.45,NA,2004,4
Cucu Mesa,High,NA,blue oak,2024-04-12,pd,2024,0.35,NA,2005,4
Cucu Mesa,High,NA,blue oak,2024-04-12,pd,2024,0.3,NA,2005,4
Cucu Mesa,High,NA,blue oak,2024-04-12,pd,2024,0.4,NA,2005,4
Cucu Mesa,High,NA,blue oak,2024-04-12,pd,2024,0.4,NA,2006,4
Cucu Mesa,High,NA,blue oak,2024-04-12,pd,2024,0.45,NA,2006,4
Cucu Mesa,High,NA,blue oak,2024-04-12,pd,2024,0.5,NA,2006,4
Cucu Mesa,High,NA,blue oak,2024-04-12,pd,2024,0.4,NA,2006,4
Cucu Mesa,High,NA,blue oak,2024-04-12,pd,2024,0.15,NA,2007,4
Cucu Mesa,High,NA,blue oak,2024-04-12,pd,2024,0.27,NA,2007,4
Cucu Mesa,High,NA,blue oak,2024-04-12,pd,2024,0.21,NA,2007,4
Cucu Mesa,High,NA,blue oak,2024-04-12,pd,2024,0.22,NA,2007,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.52,NA,2008,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.32,NA,2008,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.51,NA,2008,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.5,NA,2008,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.38,NA,2012,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.36,NA,2012,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.41,NA,2012,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.18,NA,2013,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.31,NA,2013,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.25,NA,2013,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.14,NA,2013,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.46,NA,2013,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.33,NA,2013,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.32,NA,2013,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.25,NA,2013,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.35,NA,2016,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.41,NA,2016,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.35,NA,2016,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.36,NA,2016,4
Cucu Mesa,Low,NA,blue oak,2024-04-12,pd,2024,0.75,NA,2016,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.45,NA,2020,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.67,NA,2020,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.4,NA,2020,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.55,NA,2020,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.55,NA,2020,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.35,NA,2021,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.32,NA,2021,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.275,NA,2021,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.21,NA,2021,4
Chamise,Chamise,NA,live oak,2024-04-12,pd,2024,0.25,NA,2022,4
Chamise,Chamise,NA,live oak,2024-04-12,pd,2024,0.25,NA,2022,4
Chamise,Chamise,NA,live oak,2024-04-12,pd,2024,0.25,NA,2022,4
Chamise,Chamise,NA,live oak,2024-04-12,pd,2024,0.32,NA,2022,4
Chamise,Chamise,NA,live oak,2024-04-12,pd,2024,0.35,NA,2022,4
Chamise,Chamise,NA,live oak,2024-04-12,pd,2024,0.26,NA,2022,4
Chamise,Chamise,NA,live oak,2024-04-12,pd,2024,0.24,NA,2022,4
Chamise,Chamise,NA,live oak,2024-04-12,pd,2024,0.3,NA,2023,4
Chamise,Chamise,NA,live oak,2024-04-12,pd,2024,0.32,NA,2023,4
Chamise,Chamise,NA,live oak,2024-04-12,pd,2024,0.4,NA,2023,4
Chamise,Chamise,NA,live oak,2024-04-12,pd,2024,0.35,NA,2023,4
Chamise,Chamise,NA,live oak,2024-04-12,pd,2024,0.38,NA,2023,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.55,NA,2024,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.24,NA,2024,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.65,NA,2024,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.52,NA,2024,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.55,NA,2024,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.3,NA,2025,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.34,NA,2025,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.25,NA,2025,4
Chamise,Chamise,NA,blue oak,2024-04-12,pd,2024,0.31,NA,2025,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.27,NA,2026,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.3,NA,2026,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.35,NA,2026,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.31,NA,2026,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.5,NA,2027,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.6,NA,2027,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.51,NA,2027,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.55,NA,2027,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.21,NA,2028,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.32,NA,2028,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.29,NA,2028,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.35,NA,2028,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.4,NA,2028,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.38,NA,2028,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.25,NA,2029,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.3,NA,2029,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.42,NA,2029,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.38,NA,2029,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.31,NA,2029,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.42,NA,2029,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.421,NA,2029,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.35,NA,2029,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.15,NA,2030,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.35,NA,2030,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.13,NA,2030,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.27,NA,2030,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.15,NA,2030,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.15,NA,2030,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.32,NA,2030,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.32,NA,2030,4
Chamise,Shedd,NA,live oak,2024-04-12,pd,2024,0.35,NA,2030,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.34,NA,2031,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.325,NA,2031,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.375,NA,2031,4
Chamise,Shedd,NA,blue oak,2024-04-12,pd,2024,0.3,NA,2031,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.47,NA,2085,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.6,NA,2085,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.41,NA,2085,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.52,NA,2085,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.53,NA,2086,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.7,NA,2086,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.6,NA,2086,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.6,NA,2086,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.5,NA,2086,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.42,NA,2087,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.45,NA,2087,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.41,NA,2087,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.65,NA,2088,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.68,NA,2088,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.5,NA,2088,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.42,NA,2088,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.47,NA,2088,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.52,NA,2088,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.15,NA,2089,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.325,NA,2089,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.25,NA,2089,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.375,NA,2089,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.275,NA,2089,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.3,NA,2089,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.5,NA,2090,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.525,NA,2090,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.43,NA,2090,4
Pine Needle,Pine Needle,NA,blue oak,2024-04-12,pd,2024,0.55,NA,2090,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.25,NA,2091,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.27,NA,2091,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.21,NA,2091,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.15,NA,2091,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.51,NA,2091,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.55,NA,2091,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.6,NA,2091,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.51,NA,2091,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.42,NA,2092,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.275,NA,2092,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.25,NA,2092,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.3,NA,2092,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.525,NA,2092,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.32,NA,2092,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.55,NA,2092,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.45,NA,2092,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.4,NA,2093,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.45,NA,2093,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.525,NA,2093,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.175,NA,2093,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.275,NA,2093,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.45,NA,2093,4
Pine Needle,Pine Needle,NA,live oak,2024-04-12,pd,2024,0.35,NA,2093,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.81,NA,2052,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.85,NA,2052,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.79,NA,2052,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.54,NA,2048,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.66,NA,2048,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,1.02,NA,2048,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.9,NA,2048,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.92,NA,2048,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.48,NA,2049,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.84,NA,2049,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.39,NA,2049,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.72,NA,2049,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.84,NA,2049,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.47,NA,2040,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.55,NA,2040,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.4,NA,2040,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.13,NA,2041,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.12,NA,2041,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.25,NA,2041,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.45,NA,2041,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.35,NA,2041,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.597,NA,2050,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.354,NA,2050,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.142,NA,2050,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.329,NA,2050,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.247,NA,2050,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.456,NA,2050,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.442,NA,2043,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.198,NA,2043,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.172,NA,2043,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.236,NA,2043,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.712,NA,2046,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.849,NA,2046,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.849,NA,2046,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.808,NA,2046,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.698,NA,2046,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.573,NA,2047,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.678,NA,2047,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.852,NA,2047,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.637,NA,2047,4
Serpentine,Serpentine,NA,blue oak,2024-04-12,pd,2024,0.833,NA,2051,4
