,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Digital,,,,,,,,,,
,Charge Status,Battery Voltage,Battery Charge Current,System Current (Average),Battery Temperature,Input Voltage,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,Digital,,,,,,,,,,
Date/Time,Raw,Volts (V),Amps (A),Amps (A),Celsius (°C),Volts (V),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Raw,,,,,,,,,,
25/11/21 18:20:11,Power down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2022 1:59,0,13,-0.003,0.063,28.8,0,0.105,0.81,1.14,0.036,0.052,0,0.023,48.953,39.443,12.044,12.292,0.077,1.09,-0.13,0.049,-0.007,0.02,-0.087,50.607,47.603,12.11,12.555,0.063,0.13,0.44,0.006,0.02,-0.008,-0.003,53.942,43.099,10.545,10.951,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 2:14,0,13,-0.004,0.063,28.8,0,0.098,0.68,1.14,0.031,0.052,0,0.023,47.917,40.326,11.941,12.185,0.068,1.05,-0.2,0.047,-0.01,0.02,-0.087,50.908,46.509,12.006,12.453,0.08,0.06,0.67,0.003,0.03,-0.008,0.003,54.131,44.532,10.553,10.902,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 2:29,0,12.99,-0.006,0.063,28.8,0,0.099,0.68,1.16,0.031,0.052,0,0.023,48.535,39.856,11.833,12.074,0.073,1.05,-0.13,0.047,-0.007,0.02,-0.084,51.056,45.572,11.914,12.352,0.076,-0.04,0.75,-0.003,0.033,-0.008,0.006,53.719,43.705,10.406,10.815,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 2:44,0,12.99,-0.003,0.062,28.8,0,0.099,0.68,1.16,0.031,0.052,0,0.023,48.928,39.942,11.717,11.96,0.083,1.17,-0.13,0.052,-0.007,0.02,-0.087,50.222,48.307,11.803,12.246,0.053,-0.29,0.81,-0.014,0.036,-0.019,0.012,55.131,43.721,10.349,10.729,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 2:59,0,12.99,-0.003,0.062,28.8,0,0.092,0.62,1.09,0.028,0.049,-0.003,0.023,48.148,39.888,11.601,11.845,0.068,0.98,-0.13,0.044,-0.007,0.018,-0.087,50.741,47.48,11.697,12.14,0.11,0.13,0.87,0.006,0.039,-0.005,0.012,54.393,44.381,10.336,10.69,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 3:14,0,12.99,-0.003,0.062,28.8,0,0.103,0.81,1.09,0.037,0.049,0.003,0.021,48.78,39.117,11.486,11.731,0.047,0.86,-0.28,0.039,-0.014,0.013,-0.09,49.726,46.879,11.588,12.035,0.045,-0.23,0.67,-0.012,0.03,-0.022,0.006,53.147,43.395,10.263,10.644,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 3:29,0,12.98,-0.004,0.062,28.8,0,0.092,0.68,1.01,0.031,0.046,0,0.021,48.323,40.164,11.382,11.619,0.073,1.11,-0.2,0.05,-0.01,0.023,-0.088,50.079,47.337,11.495,11.934,0.082,-0.1,0.87,-0.006,0.039,-0.016,0.011,52.99,43.131,10.209,10.571,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 3:44,0,12.98,-0.004,0.063,28.8,0,0.089,0.63,1.01,0.028,0.046,-0.003,0.021,48.417,40.414,11.266,11.505,0.047,0.86,-0.28,0.039,-0.014,0.01,-0.091,50.982,47.153,11.387,11.828,-0.109,-1.5,0.59,-0.068,0.026,-0.056,0.009,50.51,43.389,10.164,10.519,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 3:59,0,12.97,-0.003,0.063,28.8,0,0.107,0.82,1.16,0.037,0.052,0.003,0.023,48.255,40.252,11.14,11.384,0.073,1.11,-0.2,0.05,-0.01,0.023,-0.091,50.582,46.496,11.296,11.731,0.084,0.25,0.51,0.011,0.023,-0.003,0,55.209,43.803,9.956,10.384,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 4:14,0,12.97,-0.003,0.063,28.8,0,0.09,0.63,1.03,0.028,0.046,-0.005,0.021,47.739,39.322,11.013,11.26,0.052,0.92,-0.28,0.041,-0.014,0.015,-0.088,50.765,46.939,11.196,11.625,-0.13,-1.4,0.29,-0.064,0.013,-0.063,-0.006,51.36,43.412,9.869,10.304,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 4:29,0,12.97,-0.004,0.063,28.8,0,0.086,0.51,1.09,0.022,0.049,-0.008,0.021,49.629,39.388,10.903,11.142,0.062,0.98,-0.21,0.044,-0.01,0.018,-0.091,49.692,47.52,11.096,11.526,0.069,0.06,0.57,0.003,0.026,-0.008,0.003,55.212,43.547,9.801,10.201,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 4:44,0,12.97,-0.004,0.062,28.8,0,0.088,0.55,1.09,0.025,0.049,-0.008,0.021,48.126,40.538,10.796,11.031,0.053,0.87,-0.21,0.039,-0.01,0.013,-0.088,50.853,47.283,10.996,11.422,0.028,-0.23,0.51,-0.011,0.023,-0.019,0,53.523,44.33,9.817,10.17,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 4:59,0,12.96,-0.004,0.063,28.8,0,0.081,0.49,1.03,0.022,0.046,-0.008,0.021,47.763,40.328,10.698,10.925,0.073,1.05,-0.13,0.047,-0.007,0.018,-0.091,50.064,46.235,10.904,11.323,0.063,0.06,0.51,0.003,0.023,-0.008,0,55.016,43.352,9.787,10.13,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 5:14,0,12.96,-0.003,0.063,28.8,0,0.088,0.55,1.09,0.025,0.049,-0.008,0.021,48.381,40.114,10.583,10.813,0.058,0.94,-0.21,0.042,-0.01,0.015,-0.089,50.272,47.271,10.79,11.219,0.035,-0.16,0.51,-0.009,0.023,-0.017,-0.003,54.774,42.691,9.747,10.088,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 5:29,0,12.96,-0.004,0.063,28.8,0,0.085,0.62,0.95,0.028,0.043,-0.005,0.018,48.326,39.906,10.473,10.698,0.047,0.86,-0.28,0.038,-0.014,0.01,-0.092,50.901,47.9,10.685,11.113,0.019,-0.23,0.43,-0.012,0.02,-0.022,-0.006,54.198,43.767,9.686,10.033,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 5:44,0,12.96,-0.004,0.063,28.8,0.02,0.092,0.68,1.01,0.03,0.045,-0.003,0.018,48.431,40.011,10.368,10.589,0.066,1.03,-0.21,0.046,-0.01,0.018,-0.088,50.678,46.437,10.59,11.015,0.05,-0.04,0.51,-0.003,0.023,-0.011,-0.003,53.592,43.418,9.644,9.981,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 5:59,0,12.95,-0.003,0.063,28.8,11.05,0.095,0.68,1.08,0.03,0.048,-0.003,0.02,49.212,38.971,10.258,10.476,0.061,1.03,-0.28,0.046,-0.014,0.018,-0.089,51.251,47.58,10.491,10.915,0.05,-0.04,0.51,-0.003,0.023,-0.014,0,54.647,43.394,9.585,9.923,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 6:14,0,12.94,-0.004,0.062,28.8,12.99,0.095,0.68,1.08,0.03,0.048,-0.003,0.02,48.997,39.745,10.155,10.366,0.077,1.03,-0.05,0.046,-0.003,0.02,-0.082,51.001,46.914,10.406,10.819,0.055,0,0.51,0,0.023,-0.014,0,53.773,43.501,9.481,9.841,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 6:29,0,12.94,-0.001,0.063,28.8,13.26,0.084,0.55,1.01,0.025,0.045,-0.005,0.02,48.379,40.218,10.051,10.258,0.051,0.78,-0.13,0.035,-0.007,0.008,-0.085,50.367,46.696,10.319,10.725,0.035,-0.16,0.51,-0.009,0.023,-0.016,0,54.57,43.467,9.444,9.779,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 6:44,8,12.94,0.017,0.061,28.8,19.19,0.077,0.49,0.94,0.022,0.042,-0.008,0.018,49.009,39.756,9.963,10.158,0.043,0.67,-0.13,0.03,-0.007,0.002,-0.084,50.518,46.69,10.242,10.634,0.02,-0.16,0.36,-0.009,0.016,-0.016,-0.006,54.641,43.803,9.415,9.735,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 6:59,8,12.98,0.03,0.061,28.8,14.37,0.058,0.3,0.79,0.014,0.036,-0.015,0.015,47.908,39.333,9.88,10.064,-0.001,0.36,-0.42,0.016,-0.02,-0.01,-0.086,50.475,45.663,10.175,10.552,0.019,-0.23,0.43,-0.011,0.019,-0.019,-0.003,54.225,44.214,9.411,9.703,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 7:14,8,13.05,0.037,0.063,28.8,17.33,0.069,0.43,0.86,0.019,0.038,-0.01,0.015,48.776,39.943,9.815,9.979,0.007,0.41,-0.34,0.018,-0.017,-0.005,-0.088,50.474,46.801,10.132,10.479,0.068,0.13,0.49,0.005,0.022,-0.005,0,54.553,44.281,9.426,9.68,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 7:29,8,13.15,0.045,0.063,28.8,16.76,0.061,0.3,0.84,0.013,0.038,-0.012,0.015,49.079,40.248,9.786,9.915,0.025,0.7,-0.4,0.031,-0.019,0.007,-0.092,51.189,47.776,10.113,10.426,0.145,0.54,0.76,0.024,0.034,0.013,0.006,55.53,44.017,9.459,9.678,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 7:44,8,13.77,0.153,0.064,28.8,21.85,0.072,0.49,0.84,0.022,0.038,-0.007,0.014,49.02,40.346,9.82,9.887,0.105,1.32,0,0.059,0,0.036,-0.076,52.58,48.34,10.19,10.405,0.224,1.08,0.92,0.048,0.041,0.037,0.016,55.69,44.435,9.572,9.708,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 7:59,8,14.32,0.129,0.066,28.8,20.31,0.116,0.94,1.2,0.042,0.054,0.014,0.025,49.402,40.732,9.893,9.898,0.162,1.92,0.13,0.086,0.005,0.061,-0.066,52.641,47.986,10.391,10.477,0.312,1.59,1.19,0.071,0.053,0.06,0.021,55.486,44.232,9.718,9.777,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 8:14,1,13.92,0.017,0.077,28.8,24.83,0.171,1.59,1.54,0.071,0.069,0.04,0.036,50.366,40.559,10.037,9.959,0.255,2.81,0.43,0.126,0.019,0.097,-0.057,52.686,50.101,10.654,10.603,0.4,2.11,1.44,0.095,0.064,0.081,0.031,57.107,45.174,9.89,9.871,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 8:29,1,13.56,0.017,0.064,28.8,22.28,0.217,2.11,1.85,0.095,0.084,0.06,0.047,51.037,40.3,10.19,10.047,0.303,3.27,0.59,0.146,0.026,0.116,-0.053,52.003,49.003,10.966,10.79,0.511,2.77,1.76,0.125,0.079,0.111,0.041,56.205,45.107,10.074,9.983,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 8:44,1,13.34,0.018,0.074,28.8,21.97,0.255,2.62,2.03,0.117,0.091,0.08,0.053,50.963,41.316,10.362,10.151,0.318,3.5,0.54,0.157,0.024,0.123,-0.058,52.425,48.754,11.105,10.922,0.56,3.08,1.89,0.138,0.085,0.124,0.045,56.364,45.369,10.254,10.103,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 8:59,1,13.21,0.016,0.062,28.8,23.58,0.311,3.2,2.44,0.144,0.109,0.096,0.069,50.971,41.323,10.522,10.264,0.366,3.85,0.81,0.173,0.037,0.144,-0.047,52.619,49.361,11.337,11.064,0.636,3.47,2.17,0.156,0.097,0.14,0.053,55.972,45.293,10.466,10.243,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 9:14,1,13.21,0.029,0.063,28.8,23.6,0.346,3.58,2.69,0.161,0.121,0.117,0.076,50.854,40.382,10.668,10.376,0.425,4.38,1.05,0.197,0.047,0.161,-0.042,52.015,49.842,11.501,11.206,0.771,4.28,2.55,0.192,0.115,0.177,0.064,57.421,45.604,10.702,10.394,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 9:29,1,13.21,0.026,0.063,28.8,23.22,0.342,3.54,2.68,0.159,0.12,0.119,0.073,50.465,42.068,10.803,10.488,0.407,4.28,0.9,0.192,0.04,0.166,-0.045,51.032,49.688,11.64,11.337,0.621,3.28,2.24,0.147,0.1,0.145,0.06,59.691,46.378,11.2,10.665,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 9:44,1,13.21,0.033,0.074,28.8,24.73,0.355,3.68,2.77,0.165,0.124,0.127,0.078,51.225,42.419,10.993,10.625,0.37,3.84,0.89,0.172,0.04,0.152,-0.045,52.101,49.93,11.811,11.462,0.645,3.49,2.24,0.156,0.1,0.149,0.058,58.246,47.408,11.722,11.021,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 9:59,1,13.21,0.034,0.062,28.8,24.07,0.36,3.84,2.69,0.172,0.121,0.127,0.077,51.333,41.436,11.222,10.811,0.409,4.26,0.95,0.191,0.042,0.166,-0.039,53.04,50.454,12.105,11.659,0.709,4.04,2.24,0.181,0.1,0.162,0.059,56.423,46.159,12.059,11.349,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 10:14,1,13.21,0.037,0.075,28.8,22.07,0.39,4.11,2.96,0.185,0.133,0.138,0.086,50.67,41.186,11.373,10.968,0.424,4.49,0.92,0.202,0.041,0.173,-0.038,52.507,51.163,12.534,11.936,0.757,4.26,2.44,0.191,0.109,0.175,0.064,56.064,46.879,12.27,11.58,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 10:29,1,13.21,0.031,0.061,28.8,23.33,0.422,4.39,3.28,0.197,0.147,0.15,0.094,50.923,41.44,11.519,11.113,0.474,4.82,1.24,0.216,0.056,0.188,-0.024,54.047,50.896,12.947,12.236,0.752,4.03,2.65,0.181,0.119,0.175,0.074,57.942,46.69,12.607,11.825,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 10:44,1,13.21,0.038,0.073,28.8,24.27,0.423,4.45,3.22,0.2,0.144,0.154,0.097,52.081,41.611,11.714,11.281,0.481,5.04,1.09,0.226,0.049,0.197,-0.03,53.155,51.398,13.38,12.583,0.716,3.8,2.55,0.171,0.114,0.167,0.072,58.604,47.615,13.15,12.186,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 10:59,1,13.21,0.035,0.073,28.8,24.57,0.44,4.64,3.34,0.209,0.15,0.158,0.096,52.123,42.225,11.951,11.484,0.539,5.6,1.28,0.252,0.058,0.218,-0.024,51.94,50.596,13.751,12.911,0.878,5.07,2.69,0.228,0.121,0.206,0.073,55.234,47.135,13.423,12.53,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 11:14,1,13.21,0.032,0.069,28.8,24.03,0.447,4.74,3.36,0.213,0.151,0.17,0.101,51.402,42.023,12.158,11.687,0.508,5.25,1.24,0.235,0.055,0.204,-0.029,51.312,51.055,14.016,13.202,0.877,4.9,2.87,0.22,0.129,0.201,0.076,55.296,45.956,13.558,12.734,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 11:29,1,13.21,0.032,0.061,28.8,23.87,0.448,4.69,3.44,0.211,0.155,0.166,0.103,51.862,41.965,12.436,11.918,0.475,4.87,1.2,0.219,0.054,0.2,-0.026,53.591,51.833,14.277,13.451,0.775,4.12,2.76,0.185,0.124,0.18,0.08,59.739,48.079,13.865,12.947,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 11:44,1,13.21,0.033,0.074,28.8,23.83,0.429,4.42,3.38,0.198,0.152,0.161,0.104,53.083,42.62,12.78,12.195,0.516,5.29,1.3,0.238,0.059,0.206,-0.024,51.837,50.493,14.612,13.767,0.779,4.23,2.68,0.19,0.12,0.184,0.076,57.258,48.487,14.537,13.379,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 11:59,1,13.21,0.033,0.075,28.8,23.81,0.424,4.42,3.28,0.198,0.147,0.158,0.103,52.03,42.814,13.215,12.546,0.491,5.15,1.11,0.231,0.05,0.199,-0.032,51.857,51.34,14.817,14.021,0.908,5.29,2.74,0.238,0.123,0.208,0.074,55.398,46.627,14.745,13.724,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 12:14,1,13.21,0.036,0.062,28.8,23.68,0.464,4.87,3.55,0.218,0.159,0.179,0.111,52.469,42.171,13.547,12.867,0.431,4.44,1.06,0.199,0.048,0.183,-0.026,53.638,52.035,15.247,14.322,0.934,5.26,3.01,0.236,0.135,0.211,0.081,54.367,46.165,14.727,13.862,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 12:29,1,13.21,0.036,0.063,28.8,24.12,0.468,4.87,3.63,0.218,0.163,0.177,0.112,53.151,43.108,13.927,13.203,0.527,5.44,1.28,0.244,0.058,0.21,-0.024,53.393,52.876,15.681,14.718,0.999,5.68,3.17,0.255,0.142,0.232,0.087,54.675,45.749,14.767,13.974,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 12:44,1,13.21,0.033,0.062,28.8,23.74,0.477,5.07,3.58,0.228,0.161,0.182,0.115,52.22,43.419,14.365,13.593,0.499,5.18,1.19,0.233,0.053,0.199,-0.03,51.582,50.238,15.928,15.031,0.961,5.44,3.08,0.244,0.138,0.22,0.082,53.761,45.396,14.725,14.033,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 12:59,1,13.21,0.035,0.062,28.8,23.32,0.478,5.01,3.66,0.225,0.164,0.178,0.111,51.664,42.602,14.588,13.893,0.495,5.15,1.16,0.231,0.052,0.192,-0.036,51.368,50.179,16.014,15.242,0.937,5.23,3.08,0.235,0.138,0.209,0.079,55.665,45.655,14.791,14.101,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 13:14,1,13.21,0.034,0.073,28.8,22.49,0.49,5.25,3.63,0.236,0.163,0.187,0.111,52.078,42.448,14.9,14.193,0.495,5.06,1.27,0.227,0.057,0.195,-0.03,52.512,50.34,16.21,15.441,0.908,4.99,3.06,0.224,0.138,0.204,0.082,54.318,45.546,14.868,14.187,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 13:29,1,13.21,0.036,0.061,28.8,22.54,0.514,5.49,3.84,0.246,0.172,0.19,0.118,52.764,42.147,15.146,14.474,0.536,5.39,1.46,0.242,0.065,0.212,-0.022,53.325,51.31,16.436,15.675,0.88,4.84,2.96,0.217,0.133,0.199,0.08,55.556,45.804,14.875,14.245,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 13:44,1,13.21,0.034,0.073,28.8,23.57,0.494,5.2,3.77,0.233,0.169,0.182,0.115,51.424,42.205,15.346,14.728,0.541,5.58,1.33,0.251,0.06,0.215,-0.025,50.078,49.82,16.619,15.912,0.84,4.6,2.85,0.207,0.128,0.191,0.078,56.699,45.605,15.083,14.36,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 13:59,1,13.21,0.034,0.061,28.8,24.19,0.526,5.53,4.01,0.249,0.18,0.205,0.127,52.022,43.065,15.536,14.956,0.554,5.66,1.41,0.254,0.063,0.226,-0.022,51.483,50.965,16.772,16.114,0.705,3.65,2.62,0.164,0.118,0.159,0.074,58.548,47.299,15.541,14.606,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 14:14,1,13.21,0.032,0.063,28.8,23.5,0.493,5.17,3.79,0.232,0.17,0.184,0.116,51.729,42.251,15.783,15.214,0.507,5.14,1.35,0.23,0.061,0.197,-0.028,51.945,49.359,16.921,16.302,0.776,4.28,2.6,0.192,0.117,0.178,0.072,55.045,46.273,15.943,14.937,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 14:29,1,13.21,0.035,0.061,28.8,22.91,0.489,5.09,3.79,0.229,0.17,0.181,0.116,52.37,42.061,15.996,15.449,0.516,5.22,1.38,0.235,0.062,0.195,-0.028,52.35,49.765,17.025,16.462,0.747,4.09,2.54,0.184,0.114,0.165,0.068,56.813,46.388,16.056,15.13,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 14:44,1,13.21,0.034,0.069,28.8,23.32,0.535,5.66,4.04,0.254,0.181,0.197,0.123,52.549,43.323,16.218,15.691,0.619,6.25,1.66,0.281,0.075,0.228,-0.025,51.326,50.394,17.096,16.597,0.846,4.76,2.74,0.213,0.123,0.19,0.076,54.165,45.393,16.262,15.319,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
11/3/2022 14:59,1,13.21,0.035,0.061,28.8,24.43,0.492,5.14,3.79,0.231,0.17,0.177,0.113,51.374,42.152,16.415,15.91,0.534,5.26,1.57,0.236,0.07,0.2,-0.022,52.415,49.572,17.242,16.714,0.875,4.88,2.87,0.219,0.129,0.188,0.072,52.733,45.196,16.112,15.373,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
