Site,Plot,plot.number,Species,Tag,Date,pd_md,year,water_potential_mpa,Notes,Flag
Serpentine,Serpentine,,Blue,2053,2024-09-05,pd,,,,
Serpentine,Serpentine,,Blue,2053,2024-09-05,pd,,,,
Serpentine,Serpentine,,Blue,2053,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
,,,,,2024-09-05,pd,,,,
