Site,Plot,plot.number,Species,Tag,Date,pd_md,year,water_potential_mpa,Notes,Flag
Lisque,Hobbiton,,Blue,2009,2024-05-30,pd,0,0.275,,
Lisque,Hobbiton,,Blue,2009,2024-05-30,pd,0,0.3,,
Lisque,Hobbiton,,Blue,2009,2024-05-30,pd,0,0.325,,
Lisque,Hobbiton,,Live,2301,2024-05-30,pd,0,0.225,,
Lisque,Hobbiton,,Live,2301,2024-05-30,pd,0,0.25,,
Lisque,Hobbiton,,Live,2301,2024-05-30,pd,0,0.3,,
Lisque,Hobbiton,,Live,2331,2024-05-30,pd,0,0.1,,
Lisque,Hobbiton,,Live,2331,2024-05-30,pd,0,0.125,,
Lisque,Hobbiton,,Live,2331,2024-05-30,pd,0,0.325,,
Lisque,Hobbiton,,Live,2331,2024-05-30,pd,0,0.35,,
Lisque,Hobbiton,,Live,2331,2024-05-30,pd,0,0.25,,
Lisque,Hobbiton,,Live,2331,2024-05-30,pd,0,0.2,,
Lisque,Hobbiton,,Live,2331,2024-05-30,pd,0,0.25,,
Lisque,Hobbiton,,Blue,2343,2024-05-30,pd,0,0.15,,
Lisque,Hobbiton,,Blue,2343,2024-05-30,pd,0,0.15,,
Lisque,Hobbiton,,Blue,2343,2024-05-30,pd,0,0.125,,
Lisque,Hobbiton,,Blue,2343,2024-05-30,pd,0,0.175,,
Lisque,Hobbiton,,Blue,2344,2024-05-30,pd,0,0.175,"extra tree, not on main list",
Lisque,Hobbiton,,Blue,2344,2024-05-30,pd,0,0.25,"extra tree, not on main list",
Lisque,Hobbiton,,Blue,2344,2024-05-30,pd,0,0.3,"extra tree, not on main list",
Lisque,Hobbiton,,Blue,2344,2024-05-30,pd,0,0.25,"extra tree, not on main list",
Lisque,Hobbiton,,Live,2345,2024-05-30,pd,0,0.15,,
Lisque,Hobbiton,,Live,2345,2024-05-30,pd,0,0.15,,
Lisque,Hobbiton,,Live,2345,2024-05-30,pd,0,0.175,,
Lisque,Hobbiton,,Live,2345,2024-05-30,pd,1,0.25,,
Lisque,Hobbiton,,Live,2345,2024-05-30,pd,1,0.75,,
Lisque,Hobbiton,,Live,2345,2024-05-30,pd,1,0.75,,
Lisque,Hobbiton,,Live,2345,2024-05-30,pd,1,0.175,,
Lisque,Hobbiton,,Live,2345,2024-05-30,pd,1,0.25,,
Lisque,Hobbiton,,Blue,2346,2024-05-30,pd,0,0.25,,
Lisque,Hobbiton,,Blue,2346,2024-05-30,pd,0,0.275,,
Lisque,Hobbiton,,Blue,2346,2024-05-30,pd,0,0.3,,
Lisque,Hobbiton,,Blue,2346,2024-05-30,pd,0,0.25,,
Lisque,Hobbiton,,Blue,2347,2024-05-30,pd,0,0.275,,
Lisque,Hobbiton,,Blue,2347,2024-05-30,pd,0,0.325,,
Lisque,Hobbiton,,Blue,2347,2024-05-30,pd,0,0.475,,
Lisque,Hobbiton,,Blue,2347,2024-05-30,pd,0,0.25,,
Lisque,Hobbiton,,Blue,2370,2024-05-30,pd,0,0.275,,
Lisque,Hobbiton,,Blue,2370,2024-05-30,pd,0,0.3,,
Lisque,Hobbiton,,Blue,2370,2024-05-30,pd,0,0.225,,
Lisque,Hobbiton,,Blue,2370,2024-05-30,pd,0,0.275,,
Lisque,Hobbiton,,Blue,2371,2024-05-30,pd,0,0.25,,
Lisque,Hobbiton,,Blue,2371,2024-05-30,pd,0,0.3,,
Lisque,Hobbiton,,Blue,2371,2024-05-30,pd,0,0.31,,
Lisque,Hobbiton,,Blue,2372,2024-05-30,pd,0,0.328,,
Lisque,Hobbiton,,Blue,2372,2024-05-30,pd,0,0.35,,
Lisque,Hobbiton,,Blue,2372,2024-05-30,pd,0,0.35,,
Lisque,Hobbiton,,Blue,2372,2024-05-30,pd,0,0.375,,
Lisque,Hobbiton,,Blue,2372,2024-05-30,pd,0,0.4,,
Lisque,Hobbiton,,Blue,2375,2024-05-30,pd,0,0.275,,
Lisque,Hobbiton,,Blue,2375,2024-05-30,pd,0,0.25,,
Lisque,Hobbiton,,Blue,2375,2024-05-30,pd,0,0.25,,
Lisque,Middle Earth,,Live,2352,2024-05-30,pd,0,0.275,,Dabbed
Lisque,Middle Earth,,Live,2352,2024-05-30,pd,0,0.3,,Dabbed
Lisque,Middle Earth,,Live,2352,2024-05-30,pd,0,0.35,,Dabbed
Lisque,Middle Earth,,Live,2352,2024-05-30,pd,0,0.275,,Dabbed
Lisque,Middle Earth,,Live,2354,2024-05-30,pd,0,0.225,prob y0,Dabbed
Lisque,Middle Earth,,Live,2354,2024-05-30,pd,0,0.25,prob y0,Dabbed
Lisque,Middle Earth,,Live,2354,2024-05-30,pd,0,0.25,prob y0,Dabbed
Lisque,Middle Earth,,Blue,2360,2024-05-30,pd,0,0.225,,Dabbed
Lisque,Middle Earth,,Blue,2360,2024-05-30,pd,0,0.25,,Dabbed
Lisque,Middle Earth,,Blue,2360,2024-05-30,pd,0,0.275,,Dabbed
Lisque,Middle Earth,,Blue,2365,2024-05-30,pd,0,0.475,,Dabbed
Lisque,Middle Earth,,Blue,2365,2024-05-30,pd,0,0.5,,Dabbed
Lisque,Middle Earth,,Blue,2365,2024-05-30,pd,0,0.65,,Dabbed
Lisque,Middle Earth,,Blue,2365,2024-05-30,pd,0,0.6,,Dabbed
Lisque,Middle Earth,,Blue,2365,2024-05-30,pd,0,0.325,,Dabbed
Lisque,Middle Earth,,Blue,2365,2024-05-30,pd,0,0.35,,Dabbed
Lisque,Middle Earth,,Blue,2365,2024-05-30,pd,0,0.45,,Dabbed
Lisque,Middle Earth,,Blue,2365,2024-05-30,pd,0,0.35,,Dabbed
Lisque,Middle Earth,,Blue,2367,2024-05-30,pd,0,0.225,,Dabbed
Lisque,Middle Earth,,Blue,2367,2024-05-30,pd,0,0.25,,Dabbed
Lisque,Middle Earth,,Blue,2367,2024-05-30,pd,0,0.325,,Dabbed
Lisque,Middle Earth,,Blue,2369,2024-05-30,pd,0,0.449,,Dabbed
Lisque,Middle Earth,,Blue,2369,2024-05-30,pd,0,0.51,,Dabbed
Lisque,Middle Earth,,Blue,2369,2024-05-30,pd,0,0.423,,Dabbed
Lisque,Middle Earth,,Blue,2369,2024-05-30,pd,0,0.501,,Dabbed
Lisque,Middle Earth,,Blue,2373,2024-05-30,pd,0,0.175,"extra tree, not on main list",
Lisque,Middle Earth,,Blue,2373,2024-05-30,pd,0,0.2,"extra tree, not on main list",
Lisque,Middle Earth,,Blue,2373,2024-05-30,pd,0,0.175,"extra tree, not on main list",
Lisque,Middle Earth,,Live,2376,2024-05-30,pd,0,0.375,,Dabbed
Lisque,Middle Earth,,Live,2376,2024-05-30,pd,0,0.375,,Dabbed
Lisque,Middle Earth,,Live,2376,2024-05-30,pd,0,0.4,,Dabbed
Lisque,Middle Earth,,Live,2376,2024-05-30,pd,0,0.425,,Dabbed
Lisque,Middle Earth,,Live,2376,2024-05-30,pd,0,0.178,second set; possibly a different tree,Dabbed
Lisque,Middle Earth,,Live,2376,2024-05-30,pd,0,0.15,second set; possibly a different tree,Dabbed
Lisque,Middle Earth,,Live,2376,2024-05-30,pd,0,0.2,second set; possibly a different tree,Dabbed
Lisque,Middle Earth,,Live,2376,2024-05-30,pd,0,0.225,second set; possibly a different tree,Dabbed
Lisque,Middle Earth,,Live,2376,2024-05-30,pd,0,0.25,second set; possibly a different tree,Dabbed
Lisque,Rohan,,Live,2377,2024-05-30,pd,0,0.276,prob y0?,Dabbed
Lisque,Rohan,,Live,2377,2024-05-30,pd,0,0.158,prob y0?,Dabbed
Lisque,Rohan,,Live,2377,2024-05-30,pd,0,0.166,prob y0?,Dabbed
Lisque,Rohan,,Live,2377,2024-05-30,pd,0,0.246,prob y0?,Dabbed
Lisque,Rohan,,Blue,2378,2024-05-30,pd,0,0.25,,Dabbed
Lisque,Rohan,,Blue,2378,2024-05-30,pd,0,0.25,,Dabbed
Lisque,Rohan,,Blue,2378,2024-05-30,pd,0,0.3,,Dabbed
Lisque,Rohan,,Blue,2379,2024-05-30,pd,0,0.325,,Dabbed
Lisque,Rohan,,Blue,2379,2024-05-30,pd,0,0.35,,Dabbed
Lisque,Rohan,,Blue,2379,2024-05-30,pd,0,0.35,,Dabbed
Lisque,Rohan,,Blue,2379,2024-05-30,pd,0,0.425,,Dabbed
Lisque,Rohan,,Blue,2379,2024-05-30,pd,0,0.375,,Dabbed
Lisque,Rohan,,Blue,2379,2024-05-30,pd,0,0.375,,Dabbed
Lisque,Rohan,,Live,2380,2024-05-30,pd,0,0.35,,Dabbed
Lisque,Rohan,,Live,2380,2024-05-30,pd,0,0.4,,Dabbed
Lisque,Rohan,,Live,2380,2024-05-30,pd,0,0.15,,Dabbed
Lisque,Rohan,,Live,2380,2024-05-30,pd,0,0.4,,Dabbed
Lisque,Rohan,,Live,2380,2024-05-30,pd,0,0.35,,Dabbed
Lisque,Rohan,,ARCA,ART LL,2024-05-30,pd,,0.699,,Dabbed
Lisque,Rohan,,ARCA,ART LL,2024-05-30,pd,,0.426,,Dabbed
Lisque,Rohan,,ARCA,ART LL,2024-05-30,pd,,0.791,,Dabbed
Lisque,Rohan,,ARCA,ART LL,2024-05-30,pd,,0.572,,Dabbed
Lisque,Rohan,,SALE,LEU LL,2024-05-30,pd,,0.431,,Dabbed
Lisque,Rohan,,SALE,LEU LL,2024-05-30,pd,,0.675,,Dabbed
Lisque,Rohan,,SALE,LEU LL,2024-05-30,pd,,0.635,,Dabbed
Lisque,Rohan,,SALE,LEU LL,2024-05-30,pd,,0.555,,Dabbed
Lisque,Weathertop,,Blue,2010,2024-05-30,pd,0,0.45,,Dabbed
Lisque,Weathertop,,Blue,2010,2024-05-30,pd,0,0.475,,Dabbed
Lisque,Weathertop,,Blue,2010,2024-05-30,pd,0,0.55,,Dabbed
Lisque,Weathertop,,Blue,2010,2024-05-30,pd,0,0.5,,Dabbed
Lisque,Weathertop,,Blue,2010,2024-05-30,pd,0,0.375,,Dabbed
Lisque,Weathertop,,Blue,2010,2024-05-30,pd,0,0.5,,Dabbed
Lisque,Weathertop,,Blue,2011,2024-05-30,pd,0,0.275,,Dabbed
