"TOA5","1","CR300","31189","CR300.Std.10.06","CPU:Implexx 08 Sap Flow Sensors Program v3 SW12.CR300","43341","Diagnostic_Data"
"TIMESTAMP","RECORD","Batt_volt","PTemp","Tmax_Outer_a","Tmax_Inner_a","uTmax_Outer_a","uTmax_Inner_a","Tmax_Outer_b","Tmax_Inner_b","uTmax_Outer_b","uTmax_Inner_b","Tmax_Outer_c","Tmax_Inner_c","uTmax_Outer_c","uTmax_Inner_c","Tmax_Outer_d","Tmax_Inner_d","uTmax_Outer_d","uTmax_Inner_d","Tmax_Outer_e","Tmax_Inner_e","uTmax_Outer_e","uTmax_Inner_e","Tmax_Outer_f","Tmax_Inner_f","uTmax_Outer_f","uTmax_Inner_f","Tmax_Outer_g","Tmax_Inner_g","uTmax_Outer_g","uTmax_Inner_g","Tmax_Outer_h","Tmax_Inner_h","uTmax_Outer_h","uTmax_Inner_h"
"TS","RN","","","secs","secs","sec","sec","secs","secs","sec","sec","secs","secs","sec","sec","secs","secs","sec","sec","secs","secs","sec","sec","secs","secs","sec","sec","secs","secs","sec","sec","secs","secs","sec","sec"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-07-18 15:00:00",0,12.71,40.35,51.313,48.728,39.425,42.009,54.871,58.633,42.193,38.327,61.535,57.146,46.766,32.668,48.644,39.623,45.449,42.664,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 15:15:00",1,12.71,41.13,50.288,47.703,38.811,40.826,54.514,58.121,41.989,37.814,59.155,52.599,41.086,31.69,47.047,40.088,44.263,40.655,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 15:30:00",2,12.71,40.51,49.726,46.726,37.988,41.4,53.839,59.506,41.421,37.967,54.186,54.239,42.469,32.66,47.191,39.099,45.645,41.059,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 15:45:00",3,12.71,39.53,48.637,46.464,38.814,41.243,54.101,59.36,41.991,38.228,51.328,51.638,40.015,31.285,45.966,38.283,46.069,41.891,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 16:00:00",4,12.71,38.24,48.898,46.468,38.658,40.158,54.888,57.671,42.206,38.752,59.732,52.035,46.043,33.081,48.43,38.432,46.059,41.628,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 16:15:00",5,12.71,38.04,48.623,46.71,39.062,42.059,55.269,60.112,43.417,38.163,54.372,54.113,43.988,33.762,50.446,38.242,50.137,44.318,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 16:30:00",6,12.71,37.8,48.892,46.876,39.067,41.654,57.929,61.38,43.202,38.36,52.582,51.394,41.265,33.1,47.958,38.641,48.474,42.811,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 16:45:00",7,12.71,37.63,47.643,45.628,38.649,40.407,55.299,59.884,43.038,38.195,51.096,50.993,43.19,32.287,48.792,38.241,46.837,43.234,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 17:00:00",8,12.71,37.9,48.211,46.453,38.801,41.232,56.963,59.334,42.639,39.187,52.738,50.98,41.934,33.356,47.81,38.389,47.501,43.897,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 17:15:00",9,12.71,39.36,48.466,47.535,38.801,40.557,57.364,61.796,43.044,39.182,52.177,52.643,41.272,32.695,49.513,38.703,47.145,44.519,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 17:30:00",10,12.71,40.97,48.604,46.279,39.459,40.543,56.57,62.393,42.653,38.788,51.78,50.021,41.13,32.962,48.675,37.443,46.46,42.853,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 17:45:00",11,12.71,41.2,46.948,45.19,37.801,40.384,54.119,59.947,42.003,38.24,51.779,49.764,41.287,32.292,45.805,37.612,45.652,42.043,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 18:00:00",12,12.71,39.27,45.171,45.068,37.158,40.83,54.969,59.406,40.784,38.256,51.104,48.364,41.54,31.873,47.87,37.456,46.064,42.301,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 18:15:00",13,12.71,36.71,46.83,44.401,38.247,40.16,55.528,61.045,42.43,38.82,51.798,48.126,41.559,32.714,46.232,37.621,45.664,43.294,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 18:30:00",14,12.71,34.6,44.774,44.411,38.256,39.601,55.131,59.414,41.875,38.417,51.528,48.529,40.876,32.295,46.395,35.979,45.931,42.322,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 18:45:00",15,12.71,33.29,44.774,44.256,38.411,39.186,53.688,58.951,42.389,38.622,49.314,48.383,41.971,32.559,45.172,35.421,46.357,43.313,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 19:00:00",16,12.71,32.14,44.76,44.399,38.814,39.746,54.312,59.42,41.619,38.009,49.078,48.974,42.559,32.576,43.766,33.915,47.171,44.798,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 19:15:00",17,12.71,31.13,45.187,43.169,38.824,39.341,54.951,59.132,43.233,38.639,48.903,47.143,42.541,32.976,44.608,33.929,47.601,44.144,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 19:30:00",18,12.71,30.48,44.359,43.842,39.652,39.342,54.69,59.957,41.992,37.965,50.304,47.563,43.634,32.719,43.944,33.935,47.762,43.996,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 19:45:00",19,12.71,29.6,43.944,44.255,39.236,39.599,54.588,57.788,42.872,37.864,48.905,46.888,43.216,33.545,44.348,33.774,48.011,44.4,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 20:00:00",20,12.71,29.1,44.522,43.849,39.09,39.194,53.753,57.365,41.883,38.013,49.482,47.308,42.133,33.39,43.793,33.527,48.439,44.568,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 20:15:00",21,12.71,28.29,43.956,43.593,38.834,39.197,52.89,56.659,42.671,37.82,47.285,45.94,41.747,33.413,43.791,33.781,46.113,44.565,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 20:30:00",22,12.7,27.4,43.118,43.583,38.671,39.343,52.653,57.765,41.86,38.399,49.345,46.343,42.824,32.989,44.205,33.366,48.024,44.411,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 20:45:00",23,12.7,26.61,44.526,43.025,39.093,39.352,53.714,56.501,42.408,37.814,49.761,47.172,42.154,32.993,44.361,34.351,49.831,46.22,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 21:00:00",24,12.7,26.02,44.789,44.014,39.927,39.618,54.135,58.318,42.673,38.234,48.522,45.521,44.072,33.566,43.394,33.794,48.451,45.251,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 21:15:00",25,12.7,25.33,43.702,44.426,38.683,39.355,53.464,58.318,42.828,37.976,48.698,45.954,43.263,33.839,43.123,33.526,47.612,44.826,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 21:30:00",26,12.7,24.47,44.125,44.279,38.845,40.034,51.669,58.175,41.446,38.397,49.363,46.102,42.427,33.573,44.223,33.949,47.783,44.171,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 21:45:00",27,12.7,23.96,44.534,44.017,39.515,39.204,52.917,56.947,42.278,37.166,48.514,45.512,41.993,33.403,42.966,33.522,47.765,44.823,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 22:00:00",28,12.7,23.65,43.968,44.278,38.843,40.603,53.896,57.511,41.034,37.833,49.36,45.685,42.422,33.571,43.39,33.789,48.604,44.009,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 22:15:00",29,12.7,23.29,44.793,44.431,39.672,39.62,53.904,56.54,42.022,37.838,50.202,46.113,42.592,33.841,43.122,33.782,48.592,44.567,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 22:30:00",30,12.69,22.75,42.46,44.013,38.27,39.614,52.672,57.112,41.875,37.845,47.864,44.862,42.998,33.42,43.546,33.788,48.862,44.424,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 22:45:00",31,12.69,22.47,43.295,44.433,39.931,39.622,52.266,56.968,41.62,37.59,47.03,45.528,42.163,34.242,43.148,32.977,47.794,44.438,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 23:00:00",32,12.69,22.06,44.539,44.694,39.26,40.192,53.078,55.713,41.457,37.841,48.107,44.846,43.812,33.564,43.391,33.531,47.624,44.835,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 23:15:00",33,12.69,21.67,43.97,43.039,40.089,40.038,52.908,56.679,42.01,37.158,48.694,47.192,43.673,34.251,43.969,33.386,48.462,45.004,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 23:30:00",34,12.69,21.26,43.724,43.879,40.359,39.634,53.763,56.71,42.448,38.263,49.37,46.367,43.002,33.993,43.541,33.528,48.443,44.574,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-18 23:45:00",35,12.69,20.91,44.797,43.867,40.761,40.038,52.262,57.533,41.879,37.85,48.116,44.7,43.665,33.158,44.635,33.382,49.022,45.253,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 00:00:00",36,12.69,20.61,44.118,44.274,40.496,40.03,53.351,56.967,42.295,37.181,49.374,45.543,43.006,33.997,43.144,33.386,48.206,45.675,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 00:15:00",37,12.69,20.3,44.804,43.872,40.508,39.369,52.664,57.52,41.609,37.994,48.959,45.697,43.419,33.426,43.97,33.386,48.617,44.848,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 00:30:00",38,12.69,20.06,44.13,44.286,39.523,40.197,53.341,56.957,41.46,37.43,48.712,45.138,44.103,34.004,44.364,33.937,49.008,44.982,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 00:45:00",39,12.69,19.84,43.963,44.014,39.513,39.358,53.073,57.101,41.194,37.58,50.623,46.377,44.926,33.845,43.812,33.797,48.043,45.825,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 01:00:00",40,12.68,19.65,44.124,43.45,40.346,39.363,53.503,56.965,41.619,37.848,49.933,44.859,44.238,33.419,43.966,32.971,48.614,44.432,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 01:15:00",41,12.69,19.4,45.216,43.869,40.092,40.454,54.329,56.55,42.86,38.262,48.966,45.29,44.513,33.846,43.549,33.536,48.196,44.841,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 01:30:00",42,12.68,19.15,44.797,43.191,40.501,40.19,54.323,56.699,42.442,37.432,49.375,45.959,44.249,34.258,44.366,32.961,48.03,45.244,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 01:45:00",43,12.68,18.98,44.135,44.444,39.943,40.46,53.084,56.288,41.461,37.845,47.307,45.544,43.007,33.999,43.969,32.975,48.201,44.433,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 02:00:00",44,12.68,18.89,44.782,43.851,40.334,39.609,53.087,57.531,42.033,37.435,48.967,45.963,44.255,34.83,43.8,33.53,48.601,45.247,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 02:15:00",45,12.68,18.78,45.387,44.713,40.364,40.882,52.266,56.297,41.882,38.834,48.288,45.544,43.68,34.413,43.148,33.543,48.879,45.419,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 02:30:00",46,12.68,18.71,44.139,44.294,39.532,39.792,52.664,56.126,42.437,38.409,46.884,45.539,42.589,34.253,42.582,32.719,47.384,45.01,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 02:45:00",47,12.68,18.79,44.964,44.446,39.943,40.203,53.359,57.131,42.043,37.856,51.192,44.874,43.268,33.845,44.635,33.797,49.435,45.822,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 03:00:00",48,12.68,18.7,44.806,45.118,40.923,39.629,53.1,56.561,42.715,37.6,48.713,45.553,44.518,34.263,44.382,33.383,48.46,45.674,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 03:15:00",49,12.67,18.37,44.95,43.604,40.914,40.447,53.769,56.973,42.04,37.183,48.958,45.54,44.091,33.842,43.15,33.392,48.47,45.267,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 03:30:00",50,12.67,18.23,43.971,44.28,40.762,40.453,52.942,57.542,42.707,37.592,49.528,44.453,44.246,33.995,43.968,33.385,48.201,45.827,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 03:45:00",51,12.67,18.24,44.548,43.876,40.769,40.199,54.181,56.557,42.454,38.269,50.625,45.705,44.099,34.83,44.395,34.22,49.301,45.014,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 04:00:00",52,12.67,18.12,44.954,44.694,40.918,39.364,54.186,57.545,41.887,37.598,49.385,45.555,44.261,34.265,42.737,33.959,48.625,45.268,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 04:15:00",53,12.67,17.98,44.403,44.3,40.78,40.625,52.685,56.716,42.042,38.422,47.882,44.464,44.257,33.85,43.97,33.128,47.377,45.003,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 04:30:00",54,12.67,17.9,43.568,43.879,40.928,40.877,53.345,56.702,42.289,37.432,47.053,44.879,43.843,33.847,43.411,33.96,48.625,45.27,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 04:45:00",55,12.67,17.64,44.553,44.294,39.945,40.203,53.341,57.11,42.287,38.001,48.955,45.279,43.829,33.993,43.967,33.954,48.202,45.002,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 05:00:00",56,12.67,17.39,44.959,43.872,40.352,40.612,52.685,57.131,42.454,37.854,48.975,46.126,44.262,35.095,44.213,34.199,49.014,46.073,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 05:15:00",57,12.67,17.19,44.954,44.023,39.934,39.624,53.358,56.975,42.453,38.683,49.386,45.552,44.672,35.09,42.741,33.394,49.453,45.425,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 05:30:00",58,12.67,17.06,44.132,44.856,40.509,40.198,53.785,56.989,42.053,38.021,50.365,45.134,44.927,34.828,44.809,33.55,48.888,46.514,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 05:45:00",59,12.67,16.96,44.8,44.851,40.507,40.453,52.945,57.96,42.042,38.012,48.969,44.048,43.427,34.415,42.322,33.131,49.449,44.853,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 06:00:00",60,12.67,16.84,43.141,44.436,41.331,39.623,53.77,57.541,42.042,38.425,49.125,45.292,43.842,33.847,44.394,33.552,49.712,46.098,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 06:15:00",61,12.64,18.15,43.984,44.864,40.93,40.204,53.769,56.971,41.47,37.854,47.876,45.287,43.682,34.257,44.217,33.944,48.45,45.249,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 06:30:00",62,12.65,17.61,46.459,43.61,40.919,40.453,53.097,58.367,42.867,37.855,51.044,45.553,44.102,34.832,44.379,33.797,49.696,45.412,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 06:45:00",63,12.66,17.21,45.796,44.035,41.603,40.878,54.186,58.217,43.282,38.428,55.367,46.558,48.008,35.261,44.805,33.806,48.626,44.186,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 07:00:00",64,12.66,17.81,45.204,44.687,40.082,40.445,54.776,56.998,42.483,38.714,56.427,53.422,47.826,33.999,46.696,35.442,46.541,42.927,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 07:15:00",65,12.66,18.91,47.856,44.027,41.181,40.196,54.316,57.362,42.284,38.255,-99,55.082,48.66,34.676,46.855,36.272,45.152,41.692,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 07:30:00",66,12.66,20.04,48.662,46.747,41.574,41.418,56.662,59.45,43.135,38.025,-99,55.907,48.811,33.585,45.871,37.25,45.303,42.361,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 07:45:00",67,12.66,21,48.249,47.164,40.49,41.681,55.519,60.371,42.407,37.813,58.635,55.633,46.16,34.407,46.685,36.414,44.879,41.266,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 08:00:00",68,12.66,22.32,50.158,47.313,40.745,41.262,55.856,61.123,43.154,38.455,61.365,56.293,46.561,32.742,47.092,37.081,45.286,40.022,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 08:15:00",69,12.66,23.36,49.888,47.302,40.888,41.819,57.21,60.409,43.689,38.837,63.585,55.459,44.904,32.587,47.245,37.494,44.459,41.519,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 08:30:00",70,12.66,24.3,50.301,47.559,40.475,41.664,58.706,63.143,43.278,39.253,61.501,52.963,44.062,31.491,47.241,38.471,45.28,41.257,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 08:45:00",71,12.67,25.19,51.385,47.712,40.318,41.404,57.969,63.902,42.802,39.037,61.898,52.69,44.464,31.324,47.913,39.708,44.868,41.103,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 09:00:00",72,12.67,25.91,51.783,47.699,40.307,41.805,59.626,62.824,43.476,38.778,57.185,53.513,41.149,32.148,48.316,39.961,46.924,40.425,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 09:15:00",73,12.67,26.48,51.122,47.14,39.231,41.247,59.867,64.045,43.463,38.614,57.198,52.698,41.159,31.33,49.541,40.517,46.498,42.064,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 09:30:00",74,12.67,27.14,49.874,48.789,39.224,42.068,58.398,62.835,43.487,39.204,61.491,52.541,42.401,31.485,48.706,41.59,46.746,42.467,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 09:45:00",75,12.67,27.68,49.868,47.955,40.304,42.062,60.088,64.112,42.445,39.245,62.733,54.765,45.038,32.157,49.116,40.765,45.662,43.135,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 10:00:00",76,12.67,28.34,50.549,47.706,38.658,41.657,62.133,-99,44.081,39.905,56.931,51.448,42.55,31.741,49.098,40.75,47.551,43.119,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 10:15:00",77,12.67,29.52,49.043,48.94,38.393,42.477,60.709,-99,43.079,40.294,56.939,54.353,42.557,31.902,48.304,40.518,46.344,42.065,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 10:30:00",78,12.68,30.37,50.958,47.131,39.222,40.98,59.032,-99,43.885,39.866,63.131,55.011,45.443,32.564,49.54,40.106,45.93,42.322,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 10:45:00",79,12.68,30.92,50.541,47.956,39.221,41.65,57.485,64.381,43.022,39.161,-99,56.384,48.32,32.136,49.138,39.957,46.765,42.742,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 11:00:00",80,12.68,31.53,50.536,46.454,38.236,41.234,57.319,62.569,43.166,39.151,54.848,55.985,41.713,32.56,50.104,40.356,44.843,42.729,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 11:15:00",81,12.68,32.59,50.54,48.782,39.889,41.389,58.988,64.395,41.944,39.576,55.098,53.754,40.724,32.295,50.753,40.753,48.535,42.865,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 11:30:00",82,12.68,33.13,51.123,48.538,38.817,41.403,59.16,62.764,43.863,39.846,56.101,53.772,41.717,32.563,47.053,39.526,45.92,42.878,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 11:45:00",83,12.68,33.59,49.298,46.715,38.239,41.39,60.426,63.622,43.061,40.021,56.344,53.345,44.45,32.971,49.112,39.679,47.308,44.37,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 12:00:00",84,12.68,34.43,51.104,47.124,40.3,41.798,59.875,63.483,43.897,39.052,58.795,52.646,45.667,34.351,49.68,38.443,47.154,43.29,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-19 12:15:00",85,12.69,36.19,49.858,46.705,39.466,42.052,59.464,63.484,43.898,39.464,56.705,53.034,45.644,33.089,50.351,38.701,46.743,43.134,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
